id,name,estimated_cost
8224,"Phillips Screwdriver, Large",10
8225,"Linoleum/Carpet Knife",15
8226,"Small Compass And Pencil",15
8227,Pliers,15
8228,"Canvas Tool Roll Bag",15
8229,T-square,15
8230,T-square,20
8231,"Back Saw",15
8232,"Grommet Pliers",15
8233,Heater,20
8234,"Hammer Drill",20
8235,"Bungee Cord",10
8236,"Power Screwdriver",15
8237,"Screwdriver Bit Set",10
8238,"Hole Saw Kit",25
8240,"Allen Wrench Set, Pocket",15
8241,"Adjusable Wrench",10
8242,"Cordless Framing Nailer Set BATT_X",150
8243,"Cordless Finish Nailer Set BATT_X",150
8244,"Cordless Jigsaw BATT_X",75
8245,"Cordless Oscillating Multi-Tool BATT_X",70
8246,"Cordless Wet/Dry Vacuum BATT_X",85
8247,"Cordless Joist Drill Set BATT_X",90
8248,"Cordless Blower BATT_X",75
8249,"12V/20V Charger BATT_X",25
8255,"20V/60V Max 9.0Ah BATT_X",40
8256,"20V Max 3.0Ah Battery BATT_X",25
8257,"20V Max 1.5Ah Battery BATT_X",20
8258,"Drill Bit Set",20
8259,"Flat Screwdriver, Long",10
8260,"Socket 1 1/16in",15
8261,Chalkline,15
8262,"C-clamp, Small",10
8264,"Bench Mount Vise",40
8265,"Digital Kitchen Scale",15
8266,"Stud Finder",20
8267,"Tubeless Tire Valve Inserting Tool",40
8268,"Socket, 1/2in Drive, 1 1/2in",20
8269,"Socket, 1/2in Drive, 1 1/4in",15
8270,"Socket, 1/2in Drive, 1 1/4in",15
8271,"Flush Wire Cutters",15
8272,"Coping Saw",10
8273,Square,15
8274,C-clamp,15
8275,"Needle Nose Pliers",8
8276,"Phillips Screwdriver",15
8277,"Phillips Screwdriver",15
8278,"Flat Screwdriver",10
8279,Ruler,5
8280,"Paint Scraper",15
8281,"Quick Grip Clamp",15
8282,"Hard Hat",20
8283,"Breaker Bar",40
8284,"Socket Wrench",25
8285,"Flat Screwdriver, Small",10
8286,"Open End Wrench, 15/16in, 1in",15
8287,"Spark Plug Socket",15
8288,"Spark Plug Socket",15
8289,"Spark Plug Socket",15
8290,"Spark Plug Wrench",15
8291,"Spark Plug Wrench",15
8292,"Spark Plug Wrench",15
8293,"Breaker Bar",20
8294,Tripod,40
8295,Tap,20
8296,"Combination Wrench, 10mm",15
8297,"Pressure Washer",70
8298,"Solder Sucker",15
8299,"Shop Vac, Wet/Dry, 9 Gal",75
8300,"Welding Gloves",15
8301,File,15
8302,"Sanding Block",15
8303,"Electric Edger",75
8304,"Clamp-On Vise",20
8305,Box,15
8306,Funnel,5
8307,Funnel,5
8308,Funnel,8
8309,"Oil Filter Wrench",15
8310,"Cuisinart Coffee Grinder",25
8311,"Instant Pot Cooking Blender",60
8312,"Socket Set, 1/4in Drive, SAE",20
8313,"Socket Set, 1/4in Drive, Metric",25
8314,"Socket Set, 3/8in Drive, SAE",25
8315,"Socket Set, 3/8in Drive, SAE",25
8316,"Socket Set, 3/8in Drive, Metric",25
8317,Socket,25
8318,"USB Mini To USB A Cable",8
8319,"Mini-USB OTG Adapter",5
8321,"Shoulder Dolly",40
8323,"Ratchet Strap",15
8324,"Ratchet Strap",15
8325,"Ratchet Strap",10
8326,"Ratchet Strap",15
8327,"Ratchet Strap",15
8328,"Ratchet Strap",10
8329,"Bungee Cord, 36in",5
8330,"Bungee Cord, 36in",5
8331,"Bungee Cord, 36in",5
8332,"Bungee Cord, 36in",5
8333,"Bungee Cord, 36in",5
8334,"Bungee Cord, 36in",5
8335,"Bungee Cord, 36in",5
8336,"Bungee Cord, 36in",10
8337,"Adjusable Wrench",15
8338,"Trowel, Plastic",15
8339,"Piano Wire Cutters",20
8340,"Slip Joint Pliers",15
8342,"Phillips Screwdriver",10
8344,"Phillips Screwdriver",10
8345,"Phillips Screwdriver",5
8346,"Nut Driver, ?in",15
8347,"Flat Screwdriver",5
8348,"Box Cutter",10
8349,"Grout Scraper",15
8350,"Wire Brush",10
8351,Chisel,15
8352,"Claw Hammer",15
8353,Jigsaw,40
8355,Dehydrator,70
8356,"Pasta Maker",50
8357,"Carpet Cleaner",150
8358,Dehumidifier,75
8359,"Ultrasonic Range Finder",50
8360,"Torque Wrench",50
8361,"Fuel Primer Pump",15
8362,"Corded Drill, 3/8in",25
8363,"Drop Cloth",15
8365,"Drop Cloth",15
8366,"Drill Bit Set",20
8367,"Hand Grease Gun",20
8368,"Chromatic Pitch Pipe",20
8369,Goggles,15
8370,"Intel Xeon CPU",50
8371,"Caulk Spreader",15
8372,"AC To DC Adapter, 4.8V",15
8373,"AC To DC Adapter, 12V",15
8374,"Hand Grease Gun",20
8375,"Drill Bit",25
8376,"Socket Wrench",20
8377,"Spike Shoes",15
8378,"Popcorn Machine",75
8379,"Hedge Trimmer",45
8380,"Belt Sander",75
8381,Auger,50
8382,"Basin Wrench",20
8385,"Battery Charger",25
8386,"Battery Charger",20
8387,"Screwdriver And Drill Bit Set",20
8388,"Pipe Clamp",25
8389,"Carpenter Saw",20
8390,"Hack Saw",15
8391,"Four Channel Powered Mixer",75
8392,"PA Speaker",75
8393,"PA Speaker",75
8394,"Microphone | Boom Stand",40
8395,"Manual Bench Grinder",50
8396,Ladder,100
8397,"Paint Brush",5
8398,"Paint Brush",10
8399,"Paint Brush",10
8400,"Paint Brush",15
8401,"Paint Brush",10
8402,"Barcode Scanner",50
8403,"Barcode Scanner",50
8404,"Corded Drill, 3/8in",25
8405,"Grout Scraper",15
8406,Scissors,10
8407,Pliers,15
8408,"Water Wand",15
8409,"Cordless Drill, 3/8in",40
8410,"Inflatable Neck Pillow",15
8411,Toolbag,20
8412,"Torx Screwdriver, Narrow",10
8413,"Paint Mixer Drill Bit",15
8414,"Channel Lock Pliers",15
8415,"Corded Drill",25
8416,"Flooring Shear",80
8417,Gloves,10
8418,Gloves,10
8419,"Faucet Wrench Set",25
8420,"Pressure Washer Wand",50
8421,"Coleman QuickPump",20
8422,"Coleman QuickPump",20
8423,"Hinge pin remover & installer",25
8424,"Shop Vac, Wet/Dry, 6 Gal",50
8425,Stapler,15
8426,"Christmas Tree Lights, 10ft",15
8427,"Random Orbit Sander",25
8428,"Work Light",15
8429,"Ruler, 6in",5
8430,"Paint Brush, 1/2in",8
8431,"Paint Brush, 1/2in",8
8432,"Paint Brush, Short Handle, 1/2in",5
8433,"Roberston Screwdriver, Double Ended",10
8434,"Phillips Screwdriver, Narrow",5
8435,"Magnetic Parts Tray, Metal",10
8436,"Drywall Knife",20
8437,"Utility Knife",15
8438,"Voltage Detector",20
8439,"Drill Gauge",20
8440,"USB Charger",10
8441,"Socket Driver",20
8445,"Gear Puller",50
8447,Hammer,15
8448,Hammer,15
8449,"Tape Measure",10
8723,"Drill Bit Set",15
8732,"Screwdriver Bit Set, 42pc",15
8733,"Sharpening jig for chisel and plane",50
8734,"Crank Removal Tool",20
8735,Laptop,150
8737,"SDHC Card, 16GB",10
8738,"Storage bin",20
8739,"Storage bin",15
8740,"Shop Vac, Wet/Dry, 2.5 Gal",40
8741,"Tap And Die",25
8742,"Tool Set",25
8743,"Tool Set",25
8744,"Circular Saw",70
8745,"Mechanics Toolset",60
8746,"Push Broom",20
8747,"Jump-Starter with Air Compressor",40
8748,"Cup Warmer",15
8749,"Caulk Gun",15
8750,"Caulk Gun",15
8752,"Hose Clamp Pliers",25
8753,Multimeter,20
8754,"caulk gun",15
8755,"Cordless Drill Kit, 3/8in",40
8756,screwdriver,10
8757,"Square Shovel",20
8758,Rake,15
8759,"Garden Rake",15
8760,Pitchfork,15
8761,"Round Shovel",15
8762,Shears,15
8763,Shears,20
8764,"Spade Shovel",15
8765,"Paella Pan",20
8766,"Blu-ray Player",40
8767,"Laser Printer",80
8768,gloves,10
8769,"Ethernet Switch",20
8770,"brooder hen",50
8771,Aerator,50
8772,Printer/Scanner,50
8773,"USB Charging Station",20
8774,"USB Card Reader",15
8775,"Wingspan Board Game",25
8776,"Drill Bit Set",20
8777,"Cordless Hammer Drill Set",150
8778,"Cordless Hammer Drill Set",150
8779,"Cordless Hammer Drill Set",150
8780,"Socket Wrench",15
8781,"6-Piece 8"" Wood Rasp Set",15
8782,"Life Saw S-250 Double Edge Japanese Woodworking Saw",50
8783,"Torx Screwdriver, T20",15
8784,"Torx Screwdriver, T8",15
8785,"Torx Screwdriver, T10",15
8786,"Torx Screwdriver, T30, P-Handled",25
8787,"Torx Screwdriver, T30, P-Handled",20
8788,"Allen Wrench, 3-Way",15
8789,"Allen Wrench, 3-Way",15
8790,"Torx Screwdriver, T30, P-Handled",20
8791,"Chain Ring Nut Wrench",20
8792,"Allen Wrench, T-Handle",15
8793,"Allen Wrench, Ball-head",15
8794,"3D Printer",150
8796,"iPhone Charging Cable",5
8797,"Stud Finder",15
8798,"USB Charger",15
8799,"Random Orbit Palm Sander",40
8800,"Electric Blower Vac",75
8801,"Cone wrench 16mm",15
8802,"Folding Pruning Saw",15
8803,"Torque Wrench",50
8804,"Tile Cutter",50
8805,"3D Printer",150
8806,"Socket Wrench",15
8807,"Crow Bar, Chisel End",15
8808,"Post Level",15
8809,Tamper,50
8810,"Coring aerator",25
8811,"Square nose shovel",20
8812,"Disc Sander",75
8813,"Socket Set",35
8814,"Bike Pump",15
8815,"HDMI Cable, 8ft",5
8816,"10â wooden handscrew clamp",15
8817,AX,15
8818,"",15
8819,"",15
8820,"",20
8821,"Push mower",75
8822,"Mint stamp maker",50
8823,"",20
8824,"Pipe wrench",15
8826,"Belt sander",75
8827,"Grease gun",25
8829,Router,50
8830,"Jig saw",40
8831,"Quick grip clamp",15
8832,Respirator,25
8833,"Hand edger",20
8834,"Hand edger",40
8835,"1.5â brush",10
8836,"24 Cups and Silverware Sets in Yellow Bucket",20
8837,"Computer Mouse",15
8838,"Stud Finder",20
8840,"Round Shovel, Small",15
8841,"Square shovel",20
8842,"Flat Screwdriver, Large, Long",15
8843,"Flat Screwdriver",10
8844,"Safety Glasses",10
8847,Rake,10
8848,"Flat Screwdriver",15
8849,"Flat Screwdriver",10
8850,"Flat Screwdriver",10
8851,"Flat Screwdriver",10
8852,"Thatching Rake",20
8853,"Hand Clamp",15
8854,"Flat Screwdriver",10
8855,"Hand Clamp",15
8856,"Flat Screwdriver",10
8857,"Skilsaw Model 552",50
8859,"Measuring Ruler",5
8864,"Phillips Screwdriver",10
8865,"Phillips Screwdriver",10
8866,"Channel Lock Pliers",15
8872,"Nut Driver",15
8873,"Flat Screwdriver",10
8874,"Nut Driver",15
8875,"Flat Screwdriver",15
8876,"Wrench, 3/4"", 5/8""",15
8877,"Wrench, 3/8"", 7/16""",10
8878,"Square Screwdriver",15
8880,"Wrench, 1/2"", 9/16""",15
8881,Screwdriver,15
8882,"Combination Wrench, 5/8""",15
8883,Screwdriver,15
8884,"Bench Vise",40
8885,"Combination Wrench, 1/2""",15
8886,File,15
8887,"Combination Wrench, 7/16""",15
8889,"255mm Miter Saw",75
8890,"Weed Whacker",60
8891,Plier,15
8892,"Combination Wrench",15
8893,"Clamp Vise",50
8895,"Adjusable Wrench",15
8896,Scraper,15
8897,Scraper,15
8899,"Battery Charger",20
8900,Plier,15
8901,"Chisel 1/2""",15
8902,"10"" Compound Miter Saw",75
8903,"Hand Edger",20
8904,"Wet Tile Saw",75
8905,"Glo-Burr, The original deburring tools",20
8906,"Claw Hammer",15
8907,"Wire cutter",15
8908,"Combination Wrench 10mm",15
8909,Pliers,15
8910,"Combination Wrench 5/8",10
8911,"Metal Wire Cutter",20
8912,Pincers,15
8913,"Paint Brush",5
8914,Scraper,15
8916,"Vacuum-Insulated Air Pot",40
8917,"Vacuum-Insulated Air Pot",40
8918,Chisel,15
8919,"Box Wrench, 1in",15
8920,"Paint Brush, 1in",5
8921,"Paint Brush, 1/2in",10
8922,"Torx Screwdriver, T15",15
8923,"Creating Small Wood Objects as Functional Sculpture",15
8924,"Alternative Energy Sourcebook",20
8925,"Tape Measure",20
8926,"Lug Nut Wrench",15
8927,Lopper,15
8928,"3D Printer Filament",20
8929,"Utility Knife",15
8930,Chisel,15
8931,Chisel,15
8932,"Tile Nippers",15
8933,"Paint Brush",10
8934,"Drill Bit Kit",20
8935,"Cordless Drill And Impact Set",75
8936,"HDMI Cable",10
8937,"DisplayPort Cable",15
8938,Screwdriver,15
8939,"Wire Crimper",25
8940,"Dust Collector",100
8941,"Bar Clamp, 3ft",15
8942,"10 lb sledge hammer",20
8943,"Folding table",20
8944,"Extension Cord",15
8945,"Cornhole Set",50
8946,"Roto Zip",40
8947,"Hand Truck",50
8948,"Circuit Tester",15
8949,"Electronics Repair Kit",25
8950,"Werner 6â Metal Step Ladder",40
8951,"Bike lock",15
8952,"Dovetail Cutting Guide System",50
8953,"Reciprocating Saw",50
8954,Bucket,5
8955,Bucket,5
8956,"Caulk Gun",15
8957,"Paint Tray",10
8958,"Extension Cord",15
8959,"Extension Cord",15
8960,"Corded Drill",25
8961,"Planters Shovel",15
8962,"Pipe Cutter",15
8963,"Random Orbit Sander",25
8964,"Edge Tin Snips",20
8965,"Weed Whacker",40
8966,"Pruning Shears",20
8967,"Square shovel",15
8968,"Garden Rake",20
8969,"Round Shovel",15
8970,"Round Shovel",15
8971,"Safety Glasses",5
8972,"Safety Glasses",10
8973,"Safety Glasses",5
8974,"Safety Glasses",10
8975,"Flush Cutter",15
8976,"Small Electronics PIiers",15
8977,"Drill Bit Set",25
8978,Hatchet,15
8979,"Needlenose pliers",10
8980,"CNC 2-flute flat nose end mill 3.175mm (10-pack)",15
8981,"CNC 2-flute ball nose end mills 3.175mm (10-pack)",25
8982,"CNC flat end mills â variety of sizes",25
8983,"CNC flat end mills â variety of sizes",25
8984,"Torx Wrench Set, Pocket",15
8985,"8"" Dado Blade Stack",60
8986,Plane,15
8987,"Socket Wrench",20
8988,"Bottom Bracket Bearing Press Set",150
8989,"Metric Combination Wrench Set",50
8990,"Dremel 3000 Multitool + accessories",50
8991,"Electronic Calipers",50
8992,"Hand Saw",15
8993,"Soldering Station",50
8994,"15"" Bar Clamps",20
8995,"9"" Bar Clamps",20
8996,"Soldering Helping Hands",15
8997,"Air Compressor",100
8998,"7.25"" Circular Saw",75
8999,"20V Max 2Ah Battery BATT_X",25
9000,"20V Max 2Ah Battery BATT_X",25
9001,"20V Max 4Ah Battery BATT_X",25
9002,"20V Max 4Ah Battery BATT_X",25
9003,"Paint Brush",5
9004,"Metric Socket Set",20
9005,"36"" Aluminum Bar Clamp (set of 2)",25
9006,"30"" Bar Clamp (set of 2)",25
9007,"24"" Bar Clamp (set of 2)",35
9008,"Aluminum Yardstick",15
9009,"Mouse Trap",15
9010,"Chess set",15
9011,"Wire Stripper / Multi-Tool",15
9012,"Remote control amphibious vehicle",20
9013,"RealFlight simulator USB controller",50
